cell_zid,area_peresechenia_s_admzone_kv.km,adm_zid,adm_name,okrug_name,sub_ter
43433,2.50067168,242,Кленовское,Троицкий административный округ,Новая Москва
43434,2.50067246,242,Кленовское,Троицкий административный округ,Новая Москва
43435,2.50067321,242,Кленовское,Троицкий административный округ,Новая Москва
43436,2.50067423,242,Кленовское,Троицкий административный округ,Новая Москва
43437,2.50067462,242,Кленовское,Троицкий административный округ,Новая Москва
43438,2.50067528,242,Кленовское,Троицкий административный округ,Новая Москва
43439,2.50067621,242,Кленовское,Троицкий административный округ,Новая Москва
43440,2.5006765,242,Кленовское,Троицкий административный округ,Новая Москва
43441,2.50067707,242,Кленовское,Троицкий административный округ,Новая Москва
43442,2.50067761,242,Кленовское,Троицкий административный округ,Новая Москва
43443,2.50067842,242,Кленовское,Троицкий административный округ,Новая Москва
43444,2.50067859,242,Кленовское,Троицкий административный округ,Новая Москва
43445,2.5006790299999997,242,Кленовское,Троицкий административный округ,Новая Москва
43446,2.50067914,242,Кленовское,Троицкий административный округ,Новая Москва
43447,1.56482407,242,Кленовское,Троицкий административный округ,Новая Москва
43910,1.9893607500000001,216,Роговское,Троицкий административный округ,Новая Москва
43911,2.50061115,216,Роговское,Троицкий административный округ,Новая Москва
43912,2.50061261,216,Роговское,Троицкий административный округ,Новая Москва
43913,2.50061526,216,Роговское,Троицкий административный округ,Новая Москва
43914,2.5006172700000002,216,Роговское,Троицкий административный округ,Новая Москва
43915,2.50061924,216,Роговское,Троицкий административный округ,Новая Москва
43916,2.50062119,216,Роговское,Троицкий административный округ,Новая Москва
43917,2.50062311,216,Роговское,Троицкий административный округ,Новая Москва
43918,2.5006256,216,Роговское,Троицкий административный округ,Новая Москва
43919,2.50062746,216,Роговское,Троицкий административный округ,Новая Москва
43920,2.50062928,216,Роговское,Троицкий административный округ,Новая Москва
43921,2.50063077,216,Роговское,Троицкий административный округ,Новая Москва
43922,2.50063223,216,Роговское,Троицкий административный округ,Новая Москва
43923,2.50063396,216,Роговское,Троицкий административный округ,Новая Москва
43924,2.50063566,216,Роговское,Троицкий административный округ,Новая Москва
43925,2.50063764,216,Роговское,Троицкий административный округ,Новая Москва
43926,2.5006389799999997,216,Роговское,Троицкий административный округ,Новая Москва
43927,2.50064089,216,Роговское,Троицкий административный округ,Новая Москва
43928,2.50064217,216,Роговское,Троицкий административный округ,Новая Москва
43929,2.5006437100000003,216,Роговское,Троицкий административный округ,Новая Москва
43930,2.50064462,216,Роговское,Троицкий административный округ,Новая Москва
43931,2.5006465700000002,216,Роговское,Троицкий административный округ,Новая Москва
43932,2.5006478700000003,216,Роговское,Троицкий административный округ,Новая Москва
43933,2.20759026,216,Роговское,Троицкий административный округ,Новая Москва
43933,0.29305903,219,Вороновское,Троицкий административный округ,Новая Москва
43934,2.25034815,219,Вороновское,Троицкий административный округ,Новая Москва
43934,0.25030254,216,Роговское,Троицкий административный округ,Новая Москва
43935,2.50065236,219,Вороновское,Троицкий административный округ,Новая Москва
43936,2.500654,219,Вороновское,Троицкий административный округ,Новая Москва
43937,2.5006553,219,Вороновское,Троицкий административный округ,Новая Москва
43938,2.50065657,219,Вороновское,Троицкий административный округ,Новая Москва
43939,2.50065797,219,Вороновское,Троицкий административный округ,Новая Москва
43940,2.50065872,219,Вороновское,Троицкий административный округ,Новая Москва
43941,2.5006599,219,Вороновское,Троицкий административный округ,Новая Москва
43942,2.50066105,219,Вороновское,Троицкий административный округ,Новая Москва
43943,2.50066248,219,Вороновское,Троицкий административный округ,Новая Москва
43944,2.50066326,219,Вороновское,Троицкий административный округ,Новая Москва
43945,2.50066462,219,Вороновское,Троицкий административный округ,Новая Москва
43946,2.5006653400000003,219,Вороновское,Троицкий административный округ,Новая Москва
43947,2.50066634,219,Вороновское,Троицкий административный округ,Новая Москва
43948,2.5006667,219,Вороновское,Троицкий административный округ,Новая Москва
43949,1.4003286300000002,242,Кленовское,Троицкий административный округ,Новая Москва
43949,1.10033961,219,Вороновское,Троицкий административный округ,Новая Москва
43950,2.5006691500000002,242,Кленовское,Троицкий административный округ,Новая Москва
43951,2.5006700200000003,242,Кленовское,Троицкий административный округ,Новая Москва
43952,2.50067086,242,Кленовское,Троицкий административный округ,Новая Москва
43953,2.50067168,242,Кленовское,Троицкий административный округ,Новая Москва
43954,2.50067246,242,Кленовское,Троицкий административный округ,Новая Москва
43955,2.50067321,242,Кленовское,Троицкий административный округ,Новая Москва
43956,2.50067378,242,Кленовское,Троицкий административный округ,Новая Москва
43957,2.50067431,242,Кленовское,Троицкий административный округ,Новая Москва
43958,2.50067497,242,Кленовское,Троицкий административный округ,Новая Москва
43959,2.50067591,242,Кленовское,Троицкий административный округ,Новая Москва
43960,2.5006762,242,Кленовское,Троицкий административный округ,Новая Москва
43961,2.50067707,242,Кленовское,Троицкий административный округ,Новая Москва
43962,2.5006773,242,Кленовское,Троицкий административный округ,Новая Москва
43963,2.50067811,242,Кленовское,Троицкий административный округ,Новая Москва
43964,2.5006782800000003,242,Кленовское,Троицкий административный округ,Новая Москва
43965,2.5006787299999997,242,Кленовское,Троицкий административный округ,Новая Москва
43966,2.50067853,242,Кленовское,Троицкий административный округ,Новая Москва
43967,1.9153130900000002,242,Кленовское,Троицкий административный округ,Новая Москва
44448,1.44292951,216,Роговское,Троицкий административный округ,Новая Москва
44449,2.5006172700000002,216,Роговское,Троицкий административный округ,Новая Москва
44450,2.50061924,216,Роговское,Троицкий административный округ,Новая Москва
44451,2.50062104,216,Роговское,Троицкий административный округ,Новая Москва
44452,2.5006228,216,Роговское,Троицкий административный округ,Новая Москва
44453,2.50062469,216,Роговское,Троицкий административный округ,Новая Москва
44454,2.5006265400000003,216,Роговское,Троицкий административный округ,Новая Москва
44455,2.50062837,216,Роговское,Троицкий административный округ,Новая Москва
44456,2.50063031,216,Роговское,Троицкий административный округ,Новая Москва
44457,2.50063223,216,Роговское,Троицкий административный округ,Новая Москва
44458,2.50063396,216,Роговское,Троицкий административный округ,Новая Москва
44459,2.50063566,216,Роговское,Троицкий административный округ,Новая Москва
44460,2.50063764,216,Роговское,Троицкий административный округ,Новая Москва
44461,2.5006389799999997,216,Роговское,Троицкий административный округ,Новая Москва
44462,2.50064074,216,Роговское,Троицкий административный округ,Новая Москва
44463,2.50064216,216,Роговское,Троицкий административный округ,Новая Москва
44464,2.5006437100000003,216,Роговское,Троицкий административный округ,Новая Москва
44465,2.50064508,216,Роговское,Троицкий административный округ,Новая Москва
44466,2.19707585,216,Роговское,Троицкий административный округ,Новая Москва
44466,0.30357087,219,Вороновское,Троицкий административный округ,Новая Москва
44467,2.3258767000000002,216,Роговское,Троицкий административный округ,Новая Москва
44467,0.17477148,219,Вороновское,Троицкий административный округ,Новая Москва
44468,2.06625996,219,Вороновское,Троицкий административный округ,Новая Москва
44468,0.43438964,216,Роговское,Троицкий административный округ,Новая Москва
44469,2.500651,219,Вороновское,Троицкий административный округ,Новая Москва
44470,2.50065236,219,Вороновское,Троицкий административный округ,Новая Москва
44471,2.50065369,219,Вороновское,Троицкий административный округ,Новая Москва
44472,2.500655,219,Вороновское,Троицкий административный округ,Новая Москва
44473,2.50065627,219,Вороновское,Троицкий административный округ,Новая Москва
44474,2.50065751,219,Вороновское,Троицкий административный округ,Новая Москва
44475,2.50065872,219,Вороновское,Троицкий административный округ,Новая Москва
44476,2.5006599,219,Вороновское,Троицкий административный округ,Новая Москва
44477,2.50066105,219,Вороновское,Троицкий административный округ,Новая Москва
44478,2.50066248,219,Вороновское,Троицкий административный округ,Новая Москва
44479,2.50066326,219,Вороновское,Троицкий административный округ,Новая Москва
44480,2.50066447,219,Вороновское,Троицкий административный округ,Новая Москва
44481,2.5006657999999997,219,Вороновское,Троицкий административный округ,Новая Москва
44482,2.50066634,219,Вороновское,Троицкий административный округ,Новая Москва
44483,2.5006667,219,Вороновское,Троицкий административный округ,Новая Москва
44484,1.8001451199999998,242,Кленовское,Троицкий административный округ,Новая Москва
44484,0.70052343,219,Вороновское,Троицкий административный округ,Новая Москва
44485,2.50066976,242,Кленовское,Троицкий административный округ,Новая Москва
44486,2.50067063,242,Кленовское,Троицкий административный округ,Новая Москва
44487,2.50067147,242,Кленовское,Троицкий административный округ,Новая Москва
44488,2.50067229,242,Кленовское,Троицкий административный округ,Новая Москва
44489,2.50067307,242,Кленовское,Троицкий административный округ,Новая Москва
44490,2.5006738200000003,242,Кленовское,Троицкий административный округ,Новая Москва
44491,2.50067424,242,Кленовское,Троицкий административный округ,Новая Москва
44492,2.50067462,242,Кленовское,Троицкий административный округ,Новая Москва
44493,2.50067528,242,Кленовское,Троицкий административный округ,Новая Москва
44494,2.50067591,242,Кленовское,Троицкий административный округ,Новая Москва
44495,2.5006765,242,Кленовское,Троицкий административный округ,Новая Москва
44496,2.50067738,242,Кленовское,Троицкий административный округ,Новая Москва
44497,2.50067791,242,Кленовское,Троицкий административный округ,Новая Москва
44498,2.50067842,242,Кленовское,Троицкий административный округ,Новая Москва
44499,2.50067859,242,Кленовское,Троицкий административный округ,Новая Москва
44500,2.5006790299999997,242,Кленовское,Троицкий административный округ,Новая Москва
44501,2.50067884,242,Кленовское,Троицкий административный округ,Новая Москва
44502,2.31574873,242,Кленовское,Троицкий административный округ,Новая Москва
44993,2.3114491200000002,216,Роговское,Троицкий административный округ,Новая Москва
44994,2.5006198499999996,216,Роговское,Троицкий административный округ,Новая Москва
44995,2.5006215,216,Роговское,Троицкий административный округ,Новая Москва
44996,2.50062311,216,Роговское,Троицкий административный округ,Новая Москва
44997,2.50062499,216,Роговское,Троицкий административный округ,Новая Москва
44998,2.500627,216,Роговское,Троицкий административный округ,Новая Москва
44999,2.5006286699999998,216,Роговское,Троицкий административный округ,Новая Москва
45000,2.50063047,216,Роговское,Троицкий административный округ,Новая Москва
45001,2.50063223,216,Роговское,Троицкий административный округ,Новая Москва
45002,2.50063396,216,Роговское,Троицкий административный округ,Новая Москва
45003,2.50063551,216,Роговское,Троицкий административный округ,Новая Москва
45004,2.50063703,216,Роговское,Троицкий административный округ,Новая Москва
45005,2.50063867,216,Роговское,Троицкий административный округ,Новая Москва
45006,2.50064028,216,Роговское,Троицкий административный округ,Новая Москва
45007,2.50064217,216,Роговское,Троицкий административный округ,Новая Москва
45008,1.8564734,216,Роговское,Троицкий административный округ,Новая Москва
45008,0.64417062,219,Вороновское,Троицкий административный округ,Новая Москва
45009,1.92781494,219,Вороновское,Троицкий административный округ,Новая Москва
45009,0.5728307499999999,216,Роговское,Троицкий административный округ,Новая Москва
45010,2.33857578,219,Вороновское,Троицкий административный округ,Новая Москва
45010,0.1620711,216,Роговское,Троицкий административный округ,Новая Москва
45011,2.42871172,219,Вороновское,Троицкий административный округ,Новая Москва
45011,0.07193645,216,Роговское,Троицкий административный округ,Новая Москва
45012,2.5006496,219,Вороновское,Троицкий административный округ,Новая Москва
45013,2.50065115,219,Вороновское,Троицкий административный округ,Новая Москва
45014,2.50065236,219,Вороновское,Троицкий административный округ,Новая Москва
45015,2.50065369,219,Вороновское,Троицкий административный округ,Новая Москва
45016,2.500655,219,Вороновское,Троицкий административный округ,Новая Москва
45017,2.50065627,219,Вороновское,Троицкий административный округ,Новая Москва
45018,2.50065751,219,Вороновское,Троицкий административный округ,Новая Москва
45019,2.50065872,219,Вороновское,Троицкий административный округ,Новая Москва
45020,2.5006599,219,Вороновское,Троицкий административный округ,Новая Москва
45021,2.50066105,219,Вороновское,Троицкий административный округ,Новая Москва
45022,2.50066217,219,Вороновское,Троицкий административный округ,Новая Москва
45023,2.50066311,219,Вороновское,Троицкий административный округ,Новая Москва
45024,2.50066401,219,Вороновское,Троицкий административный округ,Новая Москва
45025,2.5006654999999998,219,Вороновское,Троицкий административный округ,Новая Москва
45026,2.50066604,219,Вороновское,Троицкий административный округ,Новая Москва
45027,2.5006667,219,Вороновское,Троицкий административный округ,Новая Москва
45028,2.21508607,242,Кленовское,Троицкий административный округ,Новая Москва
45028,0.28558202,219,Вороновское,Троицкий административный округ,Новая Москва
45029,2.50066884,242,Кленовское,Троицкий административный округ,Новая Москва
45030,2.50066972,242,Кленовское,Троицкий административный округ,Новая Москва
45031,2.50067056,242,Кленовское,Троицкий административный округ,Новая Москва
45032,2.50067137,242,Кленовское,Троицкий административный округ,Новая Москва
45033,2.5006721499999998,242,Кленовское,Троицкий административный округ,Новая Москва
45034,2.5006729,242,Кленовское,Троицкий административный округ,Новая Москва
45035,2.50067378,242,Кленовское,Троицкий административный округ,Новая Москва
45036,2.50067462,242,Кленовское,Троицкий административный округ,Новая Москва
45037,2.50067528,242,Кленовское,Троицкий административный округ,Новая Москва
45038,2.50067591,242,Кленовское,Троицкий административный округ,Новая Москва
45039,2.5006765,242,Кленовское,Троицкий административный округ,Новая Москва
45040,2.50067707,242,Кленовское,Троицкий административный округ,Новая Москва
45041,2.50067791,242,Кленовское,Троицкий административный округ,Новая Москва
45042,2.50067827,242,Кленовское,Троицкий административный округ,Новая Москва
45043,2.50067905,242,Кленовское,Троицкий административный округ,Новая Москва
45044,2.5006790299999997,242,Кленовское,Троицкий административный округ,Новая Москва
45045,2.50067884,242,Кленовское,Троицкий административный округ,Новая Москва
45046,2.50067983,242,Кленовское,Троицкий административный округ,Новая Москва
45544,1.33317894,216,Роговское,Троицкий административный округ,Новая Москва
45545,2.14540746,216,Роговское,Троицкий административный округ,Новая Москва
45546,2.50062311,216,Роговское,Троицкий административный округ,Новая Москва
45547,2.50062499,216,Роговское,Троицкий административный округ,Новая Москва
45548,2.50062715,216,Роговское,Троицкий административный округ,Новая Москва
45549,2.5006286699999998,216,Роговское,Троицкий административный округ,Новая Москва
45550,2.50063047,216,Роговское,Троицкий административный округ,Новая Москва
45551,2.50063223,216,Роговское,Троицкий административный округ,Новая Москва
45552,2.50063396,216,Роговское,Троицкий административный округ,Новая Москва
45553,2.50063582,216,Роговское,Троицкий административный округ,Новая Москва
45554,2.50063749,216,Роговское,Троицкий административный округ,Новая Москва
45555,2.5006389799999997,216,Роговское,Троицкий административный округ,Новая Москва
45556,1.95331718,216,Роговское,Троицкий административный округ,Новая Москва
45556,0.54732341,219,Вороновское,Троицкий административный округ,Новая Москва
45557,1.77453166,219,Вороновское,Троицкий административный округ,Новая Москва
45557,0.72611051,216,Роговское,Троицкий административный округ,Новая Москва
45558,2.48303376,219,Вороновское,Троицкий административный округ,Новая Москва
45558,0.01760996,216,Роговское,Троицкий административный округ,Новая Москва
45559,2.50064523,219,Вороновское,Троицкий административный округ,Новая Москва
45560,2.5006467199999998,219,Вороновское,Троицкий административный округ,Новая Москва
45561,2.5006481799999998,219,Вороновское,Троицкий административный округ,Новая Москва
45562,2.5006496,219,Вороновское,Троицкий административный округ,Новая Москва
45563,2.50065115,219,Вороновское,Троицкий административный округ,Новая Москва
45564,2.50065236,219,Вороновское,Троицкий административный округ,Новая Москва
45565,2.50065369,219,Вороновское,Троицкий административный округ,Новая Москва
45566,2.50065515,219,Вороновское,Троицкий административный округ,Новая Москва
45567,2.50065627,219,Вороновское,Троицкий административный округ,Новая Москва
45568,2.50065751,219,Вороновское,Троицкий административный округ,Новая Москва
45569,2.50065872,219,Вороновское,Троицкий административный округ,Новая Москва
45570,2.5006599,219,Вороновское,Троицкий административный округ,Новая Москва
45571,2.50066105,219,Вороновское,Троицкий административный округ,Новая Москва
45572,2.50066217,219,Вороновское,Троицкий административный округ,Новая Москва
45573,2.50066326,219,Вороновское,Троицкий административный округ,Новая Москва
45574,2.50066432,219,Вороновское,Троицкий административный округ,Новая Москва
45575,2.5006653500000002,219,Вороновское,Троицкий административный округ,Новая Москва
45576,2.50066634,219,Вороновское,Троицкий административный округ,Новая Москва
45577,2.37186046,219,Вороновское,Троицкий административный округ,Новая Москва
45577,0.12880685,242,Кленовское,Троицкий административный округ,Новая Москва
45578,2.4922823800000002,242,Кленовское,Троицкий административный округ,Новая Москва
45578,0.00838601,219,Вороновское,Троицкий административный округ,Новая Москва
45579,2.5006691500000002,242,Кленовское,Троицкий административный округ,Новая Москва
45580,2.50067017,242,Кленовское,Троицкий административный округ,Новая Москва
45581,2.50067086,242,Кленовское,Троицкий административный округ,Новая Москва
45582,2.50067168,242,Кленовское,Троицкий административный округ,Новая Москва
45583,2.50067246,242,Кленовское,Троицкий административный округ,Новая Москва
45584,2.50067321,242,Кленовское,Троицкий административный округ,Новая Москва
45585,2.50067393,242,Кленовское,Троицкий административный округ,Новая Москва
45586,2.50067462,242,Кленовское,Троицкий административный округ,Новая Москва
45587,2.50067528,242,Кленовское,Троицкий административный округ,Новая Москва
45588,2.50067591,242,Кленовское,Троицкий административный округ,Новая Москва
45589,2.50067651,242,Кленовское,Троицкий административный округ,Новая Москва
45590,2.50067707,242,Кленовское,Троицкий административный округ,Новая Москва
45591,2.50067761,242,Кленовское,Троицкий административный округ,Новая Москва
45592,2.50067811,242,Кленовское,Троицкий административный округ,Новая Москва
45593,2.50067905,242,Кленовское,Троицкий административный округ,Новая Москва
45594,2.50067949,242,Кленовское,Троицкий административный округ,Новая Москва
45595,2.50067884,242,Кленовское,Троицкий административный округ,Новая Москва
45596,2.50067983,242,Кленовское,Троицкий административный округ,Новая Москва
46099,1.29447025,216,Роговское,Троицкий административный округ,Новая Москва
46100,2.31838005,216,Роговское,Троицкий административный округ,Новая Москва
46101,2.5006286699999998,216,Роговское,Троицкий административный округ,Новая Москва
46102,2.50063077,216,Роговское,Троицкий административный округ,Новая Москва
46103,2.50063284,216,Роговское,Троицкий административный округ,Новая Москва
46104,2.50063457,216,Роговское,Троицкий административный округ,Новая Москва
46105,2.50033696,216,Роговское,Троицкий административный округ,Новая Москва
46105,0.00029932,219,Вороновское,Троицкий административный округ,Новая Москва
46106,1.8777767300000001,216,Роговское,Троицкий административный округ,Новая Москва
46106,0.62286091,219,Вороновское,Троицкий административный округ,Новая Москва
46107,1.8260402100000002,219,Вороновское,Троицкий административный округ,Новая Москва
46107,0.6745987699999999,216,Роговское,Троицкий административный округ,Новая Москва
46108,2.49885209,219,Вороновское,Троицкий административный округ,Новая Москва
46108,0.00178849,216,Роговское,Троицкий административный округ,Новая Москва
46109,2.50064217,219,Вороновское,Троицкий административный округ,Новая Москва
46110,2.5006437100000003,219,Вороновское,Троицкий административный округ,Новая Москва
46111,2.50064523,219,Вороновское,Троицкий административный округ,Новая Москва
46112,2.5006470199999997,219,Вороновское,Троицкий административный округ,Новая Москва
46113,2.50064848,219,Вороновское,Троицкий административный округ,Новая Москва
46114,2.5006496,219,Вороновское,Троицкий административный округ,Новая Москва
46115,2.500651,219,Вороновское,Троицкий административный округ,Новая Москва
46116,2.5006522099999997,219,Вороновское,Троицкий административный округ,Новая Москва
46117,2.50065339,219,Вороновское,Троицкий административный округ,Новая Москва
46118,2.500655,219,Вороновское,Троицкий административный округ,Новая Москва
46119,2.50065597,219,Вороновское,Троицкий административный округ,Новая Москва
46120,2.50065751,219,Вороновское,Троицкий административный округ,Новая Москва
46121,2.50065903,219,Вороновское,Троицкий административный округ,Новая Москва
46122,2.50066021,219,Вороновское,Троицкий административный округ,Новая Москва
46123,2.50066136,219,Вороновское,Троицкий административный округ,Новая Москва
46124,2.50066248,219,Вороновское,Троицкий административный округ,Новая Москва
46125,2.50066341,219,Вороновское,Троицкий административный округ,Новая Москва
46126,2.50066432,219,Вороновское,Троицкий административный округ,Новая Москва
46127,2.5006653500000002,219,Вороновское,Троицкий административный округ,Новая Москва
46128,2.50066634,219,Вороновское,Троицкий административный округ,Новая Москва
46129,1.9940475899999999,219,Вороновское,Троицкий административный округ,Новая Москва
46129,0.50661971,242,Кленовское,Троицкий административный округ,Новая Москва
46130,2.50066824,242,Кленовское,Троицкий административный округ,Новая Москва
46131,2.5006691500000002,242,Кленовское,Троицкий административный округ,Новая Москва
46132,2.50067017,242,Кленовское,Троицкий административный округ,Новая Москва
46133,2.50067087,242,Кленовское,Троицкий административный округ,Новая Москва
46134,2.50067183,242,Кленовское,Троицкий административный округ,Новая Москва
46135,2.50067246,242,Кленовское,Троицкий административный округ,Новая Москва
46136,2.50067321,242,Кленовское,Троицкий административный округ,Новая Москва
46137,2.50067424,242,Кленовское,Троицкий административный округ,Новая Москва
46138,2.5006749299999997,242,Кленовское,Троицкий административный округ,Новая Москва
46139,2.50067528,242,Кленовское,Троицкий административный округ,Новая Москва
46140,2.50067591,242,Кленовское,Троицкий административный округ,Новая Москва
46141,2.50067651,242,Кленовское,Троицкий административный округ,Новая Москва
46142,2.50067707,242,Кленовское,Троицкий административный округ,Новая Москва
46143,2.50067761,242,Кленовское,Троицкий административный округ,Новая Москва
46144,2.50067811,242,Кленовское,Троицкий административный округ,Новая Москва
46145,2.50067859,242,Кленовское,Троицкий административный округ,Новая Москва
46146,2.50067949,242,Кленовское,Троицкий административный округ,Новая Москва
46147,2.50067929,242,Кленовское,Троицкий административный округ,Новая Москва
46148,2.5006796799999997,242,Кленовское,Троицкий административный округ,Новая Москва
46659,2.4459000399999997,216,Роговское,Троицкий административный округ,Новая Москва
46660,2.50062837,216,Роговское,Троицкий административный округ,Новая Москва
46661,2.50063016,216,Роговское,Троицкий административный округ,Новая Москва
46662,2.4995062100000003,216,Роговское,Троицкий административный округ,Новая Москва
46662,0.00112571,219,Вороновское,Троицкий административный округ,Новая Москва
46663,1.76932404,216,Роговское,Троицкий административный округ,Новая Москва
46663,0.73130962,219,Вороновское,Троицкий административный округ,Новая Москва
46664,1.9354153200000002,219,Вороновское,Троицкий административный округ,Новая Москва
46664,0.56522004,216,Роговское,Троицкий административный округ,Новая Москва
46665,2.50063718,219,Вороновское,Троицкий административный округ,Новая Москва
46666,2.5006389799999997,219,Вороновское,Троицкий административный округ,Новая Москва
46667,2.50064059,219,Вороновское,Троицкий административный округ,Новая Москва
46668,2.50064217,219,Вороновское,Троицкий административный округ,Новая Москва
46669,2.5006437100000003,219,Вороновское,Троицкий административный округ,Новая Москва
46670,2.50064523,219,Вороновское,Троицкий административный округ,Новая Москва
46671,2.5006467199999998,219,Вороновское,Троицкий административный округ,Новая Москва
46672,2.5006481799999998,219,Вороновское,Троицкий административный округ,Новая Москва
46673,2.5006496,219,Вороновское,Троицкий административный округ,Новая Москва
46674,2.500651,219,Вороновское,Троицкий административный округ,Новая Москва
46675,2.50065251,219,Вороновское,Троицкий административный округ,Новая Москва
46676,2.50065385,219,Вороновское,Троицкий административный округ,Новая Москва
46677,2.5006553,219,Вороновское,Троицкий административный округ,Новая Москва
46678,2.50065627,219,Вороновское,Троицкий административный округ,Новая Москва
46679,2.50065751,219,Вороновское,Троицкий административный округ,Новая Москва
46680,2.50065872,219,Вороновское,Троицкий административный округ,Новая Москва
46681,2.5006599,219,Вороновское,Троицкий административный округ,Новая Москва
46682,2.50066105,219,Вороновское,Троицкий административный округ,Новая Москва
46683,2.50066217,219,Вороновское,Троицкий административный округ,Новая Москва
46684,2.50066357,219,Вороновское,Троицкий административный округ,Новая Москва
46685,2.5006646299999997,219,Вороновское,Троицкий административный округ,Новая Москва
46686,2.5006653500000002,219,Вороновское,Троицкий административный округ,Новая Москва
46687,2.50066634,219,Вороновское,Троицкий административный округ,Новая Москва
46688,1.58497125,219,Вороновское,Троицкий административный округ,Новая Москва
46688,0.91569606,242,Кленовское,Троицкий административный округ,Новая Москва
46689,2.50066824,242,Кленовское,Троицкий административный округ,Новая Москва
46690,2.5006691500000002,242,Кленовское,Троицкий административный округ,Новая Москва
46691,2.5006700200000003,242,Кленовское,Троицкий административный округ,Новая Москва
46692,2.50067086,242,Кленовское,Троицкий административный округ,Новая Москва
46693,2.50067183,242,Кленовское,Троицкий административный округ,Новая Москва
46694,2.50067246,242,Кленовское,Троицкий административный округ,Новая Москва
46695,2.50067336,242,Кленовское,Троицкий административный округ,Новая Москва
46696,2.50067393,242,Кленовское,Троицкий административный округ,Новая Москва
46697,2.5006749299999997,242,Кленовское,Троицкий административный округ,Новая Москва
46698,2.50067589,242,Кленовское,Троицкий административный округ,Новая Москва
