home_zid,work_zid,customers_cnt
38,23,137
38,24,191
38,25,403
38,26,338
38,27,29
38,28,103
38,29,80
38,30,110
38,31,323
38,32,124
38,33,29
38,34,145
38,35,154
38,36,701
38,37,112
38,38,13361
38,39,578
38,40,24
38,41,1808
38,42,446
38,43,61
38,44,1185
38,45,18
38,46,15
38,47,346
38,48,120
38,49,1330
38,50,767
38,51,173
38,52,19
38,53,287
38,54,37
38,55,158
38,56,799
38,57,458
38,58,19
38,59,529
38,60,89
38,61,251
38,62,417
38,63,184
38,64,426
38,65,27
38,66,1374
38,67,771
38,68,297
38,69,990
38,70,197
38,71,652
38,72,48
38,73,21
38,74,244
38,75,309
38,76,536
38,77,164
38,78,126
38,79,10
38,80,862
38,81,26
38,82,24
38,83,345
38,84,189
38,85,955
38,86,616
38,87,47
38,88,696
38,89,188
38,90,48
38,91,38
38,92,164
38,93,95
38,94,186
38,95,264
38,96,43
38,97,62
38,98,43
38,99,409
38,100,50
38,101,57
38,102,7
38,103,229
38,104,38
38,105,152
38,106,221
38,107,54
38,108,93
38,109,187
38,110,14
38,111,14
38,112,65
38,113,15
38,114,84
38,115,16
38,116,45
38,117,37
38,118,31
38,119,42
38,120,23
38,121,13
38,122,15
38,123,8
38,124,2
38,125,9
38,187,9
38,197,0
38,198,21
38,213,15
38,216,22
38,219,28
38,227,26
38,228,42
38,235,54
38,238,1438
38,242,12
38,246,30
38,247,27
38,248,15
38,249,384
38,250,39
38,264,40
38,271,33
38,272,381
38,276,29
39,-2,871
39,-1,32230
39,1,5
39,3,802
39,4,0
39,5,79
39,7,6
39,9,29
39,10,126
39,11,4
39,12,4
39,13,13
39,14,7
39,15,53
39,16,50
39,17,177
39,18,23
39,19,10
39,20,33
39,21,26
39,22,11
39,23,31
39,24,83
39,25,123
39,26,57
39,27,19
39,28,56
39,29,135
39,30,36
39,31,711
39,32,55
39,33,17
39,34,46
39,35,11
39,36,65
39,37,30
39,38,45
39,39,7496
39,40,14
39,41,78
39,42,189
39,43,47
39,44,1435
39,45,3
39,46,10
39,47,90
39,48,43
39,49,74
39,50,890
39,51,5
39,52,9
39,53,139
39,54,24
39,55,62
39,56,94
39,57,23
39,58,14
39,59,35
39,60,43
39,61,330
39,62,15
39,63,73
39,64,24
39,65,18
39,66,631
39,67,231
39,68,22
39,69,292
39,70,90
39,71,94
39,72,14
39,73,8
39,74,80
39,75,31
39,76,184
39,77,3
39,78,28
39,79,3
39,80,344
39,81,6
39,82,11
39,83,48
39,84,33
39,85,335
39,86,201
39,87,29
39,88,260
39,89,65
39,90,2
39,91,12
39,92,84
39,93,27
39,94,50
39,95,67
39,96,21
39,97,10
39,98,22
39,99,94
39,100,6
39,101,14
39,102,2
39,103,60
39,104,3
39,105,43
39,106,69
39,107,17
39,108,16
39,109,43
39,110,5
39,111,6
39,112,21
39,113,11
39,114,46
39,115,14
39,116,23
39,117,10
39,118,30
39,119,13
39,120,5
39,121,12
39,122,0
39,123,0
39,125,3
39,197,5
39,198,3
39,213,7
39,219,1
39,227,9
39,228,1
39,232,5
39,238,43
39,246,4
39,249,73
39,250,0
39,264,2
39,272,11
39,276,0
40,-2,2015
40,-1,39579
40,1,0
40,2,5
40,3,47
40,4,11
40,5,141
40,6,0
40,7,1
40,8,12
40,9,8
40,10,43
40,11,8
40,12,15
40,13,32
40,14,10
40,15,29
40,16,34
40,17,59
40,18,0
40,19,11
40,20,72
40,21,59
40,22,120
40,23,116
40,24,77
40,25,53
40,26,14
40,27,123
40,28,382
40,29,27
40,30,64
40,31,68
40,32,157
40,33,1179
40,34,22
40,35,3
40,36,29
40,37,120
40,38,33
40,39,153
40,40,7282
40,41,40
40,42,213
40,43,151
40,44,317
40,45,155
40,46,595
40,47,17
40,48,295
40,49,63
40,50,214
40,51,1
40,52,561
40,53,138
40,54,1203
40,55,210
40,56,56
40,57,16
40,58,116
40,59,16
40,60,339
40,61,88
40,62,14
40,63,276
40,64,17
40,65,113
40,66,520
40,67,121
40,68,35
40,69,253
40,70,193
40,71,84
40,72,48
40,73,115
40,74,182
40,75,58
40,76,198
40,77,17
40,78,17
40,79,43
40,80,162
40,81,4
40,82,80
40,83,69
40,84,17
40,85,298
40,86,204
40,87,30
40,88,182
40,89,91
40,90,4
40,91,55
40,92,71
40,93,18
40,94,65
40,95,111
40,96,54
40,97,10
40,98,41
40,99,99
40,100,4
40,101,21
40,102,18
40,103,76
40,104,4
40,105,59
40,106,71
40,107,34
40,108,14
40,109,37
40,110,8
40,111,3
40,112,14
40,113,17
40,114,16
40,115,27
40,116,34
40,117,8
40,118,3
40,119,14
40,120,1
40,121,5
40,122,8
40,123,0
40,124,1
40,125,3
40,187,1
40,198,4
40,213,5
40,227,0
40,228,2
40,235,4
40,238,38
40,246,0
40,249,34
40,250,1
40,264,0
40,271,3
40,272,16
40,276,6
41,-2,1348
41,-1,45673
41,1,0
41,3,111
41,4,2
41,5,159
41,6,0
41,7,17
41,8,4
41,9,131
41,10,98
41,11,42
41,12,1
41,13,25
41,14,11
41,15,56
41,16,55
41,17,177
41,18,46
41,19,821
41,20,37
41,21,47
41,22,14
41,23,73
41,24,108
41,25,253
41,26,313
41,27,18
41,28,56
41,29,35
41,30,135
41,31,287
41,32,100
41,33,20
41,34,174
41,35,60
41,36,1362
41,37,84
41,38,1133
41,39,448
41,40,14
41,41,8747
41,42,344
41,43,35
41,44,970
41,45,9
41,46,21
41,47,378
41,48,89
41,49,1182
41,50,673
41,51,48
41,52,16
41,53,242
41,54,15
41,55,109
41,56,720
41,57,221
41,58,14
41,59,107
41,60,61
41,61,205
41,62,107
41,63,152
41,64,116
41,65,34
41,66,1189
41,67,665
41,68,177
41,69,825
41,70,226
41,71,537
41,72,56
41,73,8
41,74,191
41,75,145
41,76,466
41,77,30
41,78,49
41,79,6
41,80,779
41,81,19
41,82,15
41,83,209
41,84,81
41,85,846
41,86,460
41,87,25
41,88,571
41,89,126
41,90,17
41,91,36
41,92,144
41,93,51
41,94,130
41,95,194
41,96,13
41,97,38
41,98,41
41,99,293
41,100,45
41,101,34
41,102,19
41,103,144
41,104,20
41,105,128
41,106,177
41,107,52
41,108,68
41,109,121
41,110,12
41,111,10
41,112,53
41,113,17
41,114,58
41,115,3
41,116,38
41,117,25
41,118,19
41,119,22
41,120,11
41,121,9
41,122,12
41,123,5
41,124,0
41,125,7
41,187,7
41,197,7
41,198,17
41,213,20
41,216,22
41,219,30
41,227,19
41,228,22
41,232,0
41,235,39
41,238,362
41,242,8
41,246,5
41,247,15
41,248,5
41,249,297
41,250,25
41,264,17
41,271,20
41,272,132
41,276,9
42,-2,1383
42,-1,39453
42,1,5
42,2,0
42,3,192
42,4,1
42,5,895
42,6,2
42,7,6
42,8,1
42,9,21
42,10,87
42,11,20
42,12,5
42,13,29
42,14,8
42,15,60
42,16,93
42,17,121
42,18,14
42,19,15
42,20,89
42,21,78
42,22,20
42,23,195
42,24,867
42,25,96
42,26,57
42,27,49
42,28,169
42,29,60
42,30,256
42,31,142
42,32,187
42,33,21
42,34,37
42,35,11
42,36,64
42,37,578
42,38,20
42,39,461
42,40,36
42,41,88
42,42,9665
42,43,95
42,44,1884
42,45,3
42,46,24
42,47,70
42,48,136
42,49,92
42,50,510
42,51,6
42,52,15
42,53,857
42,54,18
42,55,200
42,56,121
42,57,39
42,58,12
42,59,27
42,60,79
42,61,225
42,62,25
42,63,155
42,64,21
42,65,20
42,66,1108
42,67,310
42,68,42
42,69,447
42,70,133
42,71,143
42,72,36
42,73,21
42,74,189
42,75,49
42,76,332
42,77,7
42,78,22
42,79,6
42,80,501
42,81,12
42,82,22
42,83,120
42,84,37
42,85,632
42,86,377
42,87,35
42,88,356
42,89,92
42,90,15
42,91,25
42,92,131
42,93,26
42,94,106
42,95,130
42,96,15
42,97,29
42,98,26
42,99,263
42,100,10
42,101,22
42,102,6
42,103,105
42,104,10
42,105,80
42,106,94
42,107,30
42,108,17
42,109,58
42,110,2
42,111,2
42,112,40
42,113,10
42,114,22
42,115,29
42,116,24
42,117,13
42,118,15
42,119,29
42,120,8
42,121,16
42,122,14
42,123,3
42,125,3
42,197,1
42,198,2
42,213,10
42,216,0
42,219,4
42,227,9
42,228,0
42,232,1
42,235,0
42,238,25
42,246,3
42,247,0
42,249,63
42,250,3
42,264,1
42,271,14
42,272,16
42,276,3
43,-2,1235
43,-1,38346
43,1,6
43,2,4
43,3,76
43,4,1
43,5,495
43,6,5
43,7,6
43,8,2
43,9,15
43,10,128
43,11,0
43,12,11
43,13,39
43,14,13
43,15,70
43,16,94
43,17,65
43,18,6
43,19,7
43,20,90
43,21,71
43,22,77
43,23,146
43,24,127
43,25,60
43,26,26
43,27,137
43,28,1093
43,29,22
43,30,148
43,31,71
43,32,1640
43,33,167
43,34,18
43,35,12
43,36,54
43,37,330
43,38,12
43,39,187
43,40,105
43,41,53
43,42,430
43,43,5227
43,44,521
43,45,12
43,46,79
43,47,33
43,48,1035
43,49,65
43,50,216
43,51,6
43,52,25
43,53,320
43,54,73
43,55,234
43,56,87
43,57,16
43,58,71
43,59,10
43,60,148
43,61,93
43,62,9
43,63,246
43,64,24
43,65,48
43,66,610
43,67,161
43,68,28
43,69,316
43,70,158
43,71,93
43,72,24
43,73,37
43,74,203
43,75,53
43,76,208
43,77,4
43,78,15
43,79,9
43,80,297
43,81,6
43,82,35
43,83,87
43,84,32
43,85,371
43,86,254
43,87,21
43,88,222
43,89,81
43,90,16
43,91,27
43,92,106
43,93,30
43,94,74
43,95,92
43,96,15
43,97,31
43,98,27
43,99,168
43,100,3
43,101,19
43,102,14
43,103,80
43,104,6
43,105,67
43,106,97
43,107,29
43,108,31
43,109,43
43,110,5
43,111,1
43,112,17
43,113,14
43,114,53
43,115,2
43,116,38
43,117,10
43,118,1
43,119,10
43,120,6
43,121,1
43,122,3
43,123,1
43,125,6
43,187,2
43,213,3
43,227,6
43,228,0
43,238,22
43,246,1
43,247,0
43,249,42
43,264,1
43,272,6
43,276,5
44,-2,1874
44,-1,65283
44,1,0
44,2,6
44,3,633
44,5,246
44,6,0
44,7,4
44,8,3
44,9,41
44,10,164
44,11,25
44,12,5
44,13,36
44,14,10
44,15,133
44,16,90
44,17,146
44,18,29
44,19,30
44,20,70
44,21,64
44,22,46
44,23,131
44,24,394
44,25,150
44,26,92
44,27,43
44,28,130
44,29,73
44,30,168
44,31,241
44,32,137
44,33,54
44,34,45
44,35,22
44,36,95
44,37,132
44,38,44
44,39,1468
44,40,51
44,41,90
44,42,1033
44,43,80
44,44,19950
44,45,23
44,46,15
44,47,100
44,48,127
44,49,117
44,50,761
44,51,11
44,52,29
44,53,636
44,54,27
44,55,199
44,56,187
44,57,53
44,58,25
44,59,28
44,60,103
44,61,927
44,62,36
44,63,196
44,64,51
44,65,44
44,66,2224
44,67,459
44,68,51
44,69,627
44,70,181
44,71,226
44,72,35
44,73,34
44,74,218
44,75,87
44,76,529
44,77,15
44,78,53
44,79,19
44,80,694
44,81,15
44,82,6
44,83,121
44,84,25
44,85,733
44,86,469
44,87,26
44,88,599
44,89,95
44,90,29
44,91,26
44,92,155
44,93,58
44,94,175
44,95,140
44,96,15
44,97,33
44,98,28
44,99,236
44,100,22
44,101,34
44,102,14
44,103,141
44,104,17
44,105,81
44,106,104
44,107,58
44,108,62
44,109,97
44,110,9
44,111,6
44,112,45
44,113,25
44,114,58
44,115,27
44,116,28
44,117,27
44,118,23
44,119,41
44,120,10
44,121,5
44,122,20
44,123,5
44,124,1
44,125,4
44,187,0
44,197,8
44,198,4
44,213,2
44,219,9
44,227,4
44,228,12
44,232,0
44,235,9
44,238,47
44,242,6
44,246,3
44,247,5
44,248,3
44,249,85
44,250,4
44,264,6
44,271,1
44,272,19
44,276,1
45,-2,2336
45,-1,21719
45,1,0
45,2,1
45,3,28
45,5,57
45,6,3
45,9,8
45,10,18
45,11,4
45,12,9
45,13,15
45,14,11
45,15,10
45,16,32
45,17,29
45,18,5
45,19,9
45,20,29
45,21,23
45,22,28
45,23,32
45,24,38
45,25,23
45,26,14
45,27,32
45,28,96
45,29,13
45,30,32
45,31,44
45,32,72
45,33,76
45,34,6
45,35,6
45,36,20
45,37,38
45,38,13
45,39,75
45,40,325
45,41,18
45,42,104
45,43,48
45,44,221
45,45,3338
45,46,80
45,47,12
45,48,79
45,49,25
45,50,128
45,51,1
45,52,294
45,53,75
45,54,157
45,55,85
45,56,29
45,57,16
45,58,84
45,59,19
45,60,203
45,61,39
45,62,11
45,63,143
45,64,7
45,65,45
45,66,270
45,67,84
45,68,30
45,69,120
45,70,84
45,71,36
45,72,37
45,73,121
45,74,132
45,75,35
45,76,95
45,77,9
45,78,5
45,79,17
45,80,124
45,81,1
45,82,47
45,83,34
45,84,15
45,85,139
45,86,112
45,87,29
45,88,102
45,89,46
45,90,6
45,91,33
45,92,33
45,93,8
45,94,30
45,95,34
45,96,22
45,97,16
45,98,13
45,99,64
45,100,10
45,101,13
45,102,22
45,103,41
45,104,1
45,105,38
45,106,53
45,107,13
45,108,11
45,109,28
45,110,0
45,112,26
45,113,4
45,114,19
45,115,14
45,116,21
45,117,7
45,118,17
45,119,6
45,120,1
45,121,6
45,122,5
45,125,7
45,213,0
45,219,3
45,228,1
45,238,12
45,247,5
45,249,8
45,264,2
45,271,6
45,272,9
45,276,3
46,-2,1632
46,-1,32808
46,1,6
46,2,6
46,3,72
46,4,5
46,5,165
46,6,6
46,7,3
46,8,4
46,9,10
46,10,31
46,11,8
46,12,5
46,13,29
46,14,7
46,15,28
46,16,37
46,17,61
46,18,4
46,19,8
46,20,55
46,21,43
46,22,86
46,23,114
46,24,98
46,25,64
46,26,27
46,27,59
46,28,436
46,29,36
46,30,81
46,31,80
46,32,197
46,33,1194
46,34,14
46,35,11
46,36,35
46,37,108
46,38,27
46,39,202
46,40,1040
46,41,39
46,42,311
46,43,168
46,44,480
46,45,109
46,46,3904
46,47,47
46,48,465
46,49,78
46,50,237
46,51,5
46,52,160
46,53,234
46,54,1515
46,55,263
46,56,77
46,57,30
46,58,137
46,59,27
46,60,539
46,61,94
46,62,14
46,63,449
46,64,30
46,65,121
46,66,720
46,67,164
46,68,27
46,69,299
46,70,229
46,71,107
46,72,60
46,73,65
46,74,298
46,75,67
46,76,303
46,77,6
46,78,22
46,79,30
46,80,305
46,81,7
46,82,46
46,83,73
46,84,30
46,85,435
46,86,259
46,87,36
46,88,242
46,89,103
46,90,12
46,91,44
46,92,116
46,93,12
46,94,75
46,95,99
46,96,46
46,97,29
46,98,39
46,99,182
46,100,8
46,101,23
46,102,30
46,103,120
46,104,3
46,105,70
46,106,105
46,107,20
46,108,26
46,109,61
46,110,3
46,111,5
46,112,41
46,113,22
46,114,56
46,115,17
46,116,44
46,117,9
46,118,24
46,119,13
46,120,10
46,121,7
46,122,13
46,123,0
46,124,1
46,125,5
46,187,1
46,197,1
46,198,7
46,213,2
46,227,11
46,228,1
46,235,13
46,238,27
46,246,3
46,247,8
46,249,42
46,250,3
46,264,1
46,271,5
46,272,8
46,276,5
47,-2,704
47,-1,25918
47,1,3
47,2,1
47,3,67
47,5,79
47,6,5
47,7,14
47,9,369
47,10,61
47,11,16
47,12,2
47,13,6
47,14,0
47,15,42
47,16,26
47,17,87
47,18,23
47,19,41
47,20,19
47,21,28
47,22,15
47,23,44
47,24,70
47,25,101
47,26,85
47,27,14
47,28,42
47,29,34
47,30,55
47,31,520
47,32,48
47,33,7
47,34,65
47,35,9
47,36,150
47,37,55
47,38,63
47,39,328
47,40,10
47,41,165
47,42,140
47,43,13
47,44,626
47,45,1
47,46,7
47,47,4618
47,48,49
47,49,271
47,50,675
47,51,9
47,52,7
47,53,138
47,54,7
47,55,46
47,56,956
47,57,60
47,58,4
47,59,24
47,60,27
47,61,162
47,62,26
47,63,71
47,64,32
47,65,14
47,66,653
47,67,444
47,68,81
47,69,387
47,70,86
47,71,358
47,72,27
47,73,4
47,74,76
47,75,100
47,76,222
47,77,10
47,78,19
47,79,4
47,80,430
47,81,6
47,82,7
47,83,85
47,84,39
47,85,471
47,86,239
47,87,19
47,88,317
47,89,34
47,90,13
47,91,15
47,92,52
47,93,37
47,94,63
47,95,93
47,96,12
47,97,31
47,98,11
47,99,142
47,100,29
47,101,15
47,102,3
47,103,72
47,104,4
47,105,47
47,106,63
47,107,12
47,108,11
47,109,59
47,110,5
47,111,4
47,112,17
47,113,9
47,114,19
47,115,11
47,116,16
47,117,11
47,118,15
47,119,12
47,120,2
47,121,9
47,122,1
47,123,1
47,124,3
47,125,2
47,187,3
47,198,5
47,213,0
47,216,1
47,219,7
47,227,23
47,228,5
47,232,7
47,235,12
47,238,57
47,246,4
47,247,1
47,248,7
47,249,93
47,250,7
47,264,2
47,271,5
47,272,23
47,276,2
48,-2,1423
48,-1,47711
48,1,3
48,2,1
48,3,78
48,4,2
48,5,466
48,6,0
48,7,0
48,8,4
48,9,17
48,10,59
48,11,3
48,12,11
48,13,27
48,14,11
48,15,33
48,16,69
48,17,119
48,18,10
48,19,18
48,20,71
48,21,61
48,22,68
48,23,126
48,24,148
48,25,69
48,26,29
48,27,75
48,28,459
48,29,24
48,30,117
48,31,99
48,32,289
48,33,296
48,34,38
48,35,9
48,36,59
48,37,147
48,38,42
48,39,252
48,40,142
48,41,63
48,42,363
48,43,895
48,44,788
48,45,26
48,46,213
48,47,60
48,48,6351
48,49,73
48,50,329
48,51,12
48,52,78
48,53,332
48,54,133
48,55,970
48,56,70
48,57,53
48,58,79
48,59,25
48,60,394
48,61,127
48,62,44
48,63,1209
48,64,38
48,65,305
48,66,1116
48,67,207
48,68,39
48,69,426
48,70,261
48,71,119
48,72,62
48,73,57
48,74,407
48,75,78
48,76,345
48,77,10
48,78,28
48,79,18
48,80,399
48,81,16
48,82,36
48,83,112
48,84,65
48,85,483
48,86,349
48,87,58
48,88,287
48,89,116
48,90,6
48,91,31
48,92,141
48,93,44
48,94,83
48,95,124
48,96,36
48,97,104
48,98,54
48,99,193
48,100,5
48,101,32
48,102,17
48,103,100
48,104,2
48,105,102
48,106,110
48,107,31
48,108,45
48,109,67
48,110,6
48,111,6
48,112,32
48,113,12
48,114,40
48,115,5
48,116,64
48,117,12
48,118,3
48,119,14
48,120,6
48,121,10
48,122,11
48,123,1
48,124,1
48,125,5
48,187,1
48,197,1
48,213,7
48,216,0
48,219,6
48,227,3
48,228,14
48,235,4
48,238,25
48,246,3
48,247,0
48,249,65
48,264,0
48,271,0
48,272,9
48,276,2
49,-2,984
49,-1,44420
49,1,0
49,2,3
49,3,116
49,4,0
49,5,111
49,6,1
49,7,7
49,8,1
49,9,357
49,10,95
49,11,7
49,12,0
49,13,28
49,14,4
49,15,58
49,16,43
49,17,127
49,18,25
49,19,93
49,20,17
49,21,27
49,22,20
49,23,42
49,24,127
49,25,119
49,26,112
49,27,12
49,28,51
49,29,53
49,30,96
49,31,225
49,32,76
49,33,28
49,34,136
49,35,46
49,36,867
49,37,61
49,38,361
49,39,433
49,40,18
49,41,844
49,42,203
49,43,25
49,44,867
49,45,4
49,46,15
49,47,338
49,48,67
49,49,7328
49,50,493
49,51,21
49,52,17
49,53,207
49,54,14
49,55,84
49,56,1137
49,57,896
49,58,3
49,59,76
49,60,48
49,61,144
49,62,86
49,63,95
49,64,72
49,65,8
49,66,822
49,67,457
49,68,448
49,69,656
49,70,121
49,71,358
49,72,21
49,73,4
49,74,129
49,75,217
49,76,298
49,77,21
49,78,67
49,79,3
49,80,612
49,81,7
49,82,20
49,83,196
49,84,102
49,85,594
49,86,357
49,87,36
49,88,411
49,89,77
49,90,24
49,91,26
49,92,112
49,93,66
49,94,94
49,95,163
49,96,21
49,97,27
49,98,16
49,99,155
49,100,29
49,101,27
49,102,7
49,103,122
49,104,35
49,105,75
49,106,102
49,107,14
49,108,47
49,109,73
49,110,16
49,111,13
49,112,30
49,113,9
49,114,35
49,115,22
49,116,17
49,117,16
49,118,38
49,119,36
49,120,0
49,121,14
49,122,13
49,123,5
49,125,2
49,187,1
49,198,3
49,213,12
49,216,9
49,219,10
49,227,18
49,228,13
49,232,3
49,235,9
49,238,134
49,242,3
49,246,7
49,247,6
49,248,7
49,249,100
49,250,21
49,264,11
49,271,2
49,272,36
49,276,2
50,-2,919
50,-1,37663
50,1,3
50,2,2
50,3,98
50,4,0
50,5,89
50,7,2
50,9,31
50,10,82
50,11,17
50,12,2
50,13,7
50,14,0
50,15,30
50,16,34
50,17,84
50,18,22
50,19,20
50,20,22
50,21,24
50,22,7
50,23,68
50,24,69
50,25,80
50,26,67
50,27,8
50,28,39
50,29,45
50,30,51
50,31,337
50,32,63
50,33,23
50,34,57
50,35,10
50,36,79
50,37,46
50,38,34
50,39,785
50,40,21
50,41,73
50,42,182
50,43,21
50,44,872
50,45,3
50,46,11
50,47,187
50,48,53
50,49,90
50,50,12541
50,51,5
50,52,5
50,53,170
50,54,7
50,55,73
50,56,193
50,57,40
50,58,8
50,59,22
50,60,42
50,61,685
50,62,30
50,63,94
50,64,22
50,65,17
50,66,834
50,67,878
50,68,52
50,69,394
50,70,60
50,71,190
50,72,11
50,73,12
50,74,133
50,75,54
50,76,314
50,77,5
50,78,39
50,79,5
50,80,439
50,81,17
50,82,2
50,83,83
50,84,27
50,85,532
50,86,291
50,87,18
50,88,384
50,89,51
50,90,18
50,91,10
50,92,96
50,93,21
50,94,110
50,95,106
50,96,17
50,97,17
50,98,32
50,99,136
50,100,4
50,101,11
50,102,7
50,103,73
50,104,3
50,105,78
50,106,61
50,107,54
50,108,32
50,109,66
50,110,5
50,111,2
50,112,47
50,113,16
50,114,29
50,115,16
50,116,23
50,117,9
50,118,14
50,119,22
50,120,7
50,121,6
50,122,4
50,123,6
50,125,2
50,198,5
50,213,12
50,216,4
50,227,16
50,232,1
50,235,10
50,238,55
50,242,5
50,246,1
50,247,9
50,248,1
50,249,82
50,250,1
50,264,5
50,271,0
50,272,12
50,276,3
51,-2,1373
51,-1,33408
51,1,3
51,2,7
51,3,66
51,4,0
51,5,89
51,7,11
51,9,50
51,10,65
51,11,15
51,12,4
51,13,5
51,14,2
51,15,23
51,16,42
51,17,106
51,18,20
51,19,85
51,20,25
51,21,21
51,22,29
51,23,72
51,24,55
51,25,107
51,26,87
51,27,12
51,28,83
51,29,44
51,30,73
51,31,108
51,32,50
51,33,31
51,34,53
51,35,439
51,36,160
51,37,43
51,38,323
51,39,285
51,40,7
51,41,251
51,42,213
51,43,18
51,44,528
51,45,4
51,46,14
51,47,100
51,48,89
51,49,323
51,50,330
51,51,4263
51,52,9
51,53,168
51,54,4
51,55,66
51,56,214
51,57,153
51,58,20
51,59,253
51,60,49
51,61,132
51,62,515
51,63,90
51,64,245
51,65,12
51,66,679
51,67,295
51,68,135
51,69,577
51,70,89
51,71,253
51,72,28
51,73,13
51,74,112
51,75,277
51,76,263
51,77,143
51,78,127
51,79,3
51,80,415
51,81,3
51,82,10
51,83,286
51,84,127
51,85,419
51,86,263
51,87,7
51,88,370
51,89,42
51,90,43
51,91,17
51,92,65
51,93,56
51,94,116
51,95,95
51,96,11
51,97,24
51,98,10
51,99,142
51,100,29
51,101,51
51,102,3
51,103,74
51,104,30
51,105,62
51,106,81
51,107,49
51,108,56
51,109,56
51,110,3
51,111,11
51,112,31
51,113,8
51,114,35
51,115,5
51,116,24
51,117,24
51,118,18
51,119,33
51,120,5
51,121,6
51,122,10
51,123,3
51,124,0
51,125,7
51,213,19
51,216,12
51,219,8
51,227,13
51,228,41
51,232,5
51,235,0
51,238,442
51,246,12
51,247,21
51,248,7
51,249,83
51,250,64
51,264,33
51,271,29
51,272,60
51,276,46
52,-2,2274
52,-1,32435
52,1,2
52,2,1
52,3,85
52,4,1
52,5,138
52,6,6
52,7,2
52,8,11
52,9,12
52,10,47
52,11,7
52,12,12
52,13,27
52,14,8
52,15,34
52,16,47
52,17,90
52,18,10
52,19,15
52,20,49
52,21,50
52,22,46
52,23,75
52,24,107
52,25,73
52,26,32
52,27,62
52,28,199
52,29,27
52,30,104
52,31,84
52,32,128
52,33,132
52,34,10
52,35,8
52,36,37
52,37,106
52,38,20
52,39,200
52,40,689
52,41,40
52,42,242
52,43,100
52,44,541
52,45,259
52,46,111
52,47,37
52,48,229
52,49,54
52,50,321
52,51,5
52,52,5176
52,53,227
52,54,631
52,55,205
52,56,86
52,57,36
52,58,439
52,59,30
52,60,477
52,61,136
52,62,24
52,63,362
52,64,31
52,65,80
52,66,823
52,67,252
52,68,36
52,69,405
52,70,301
52,71,145
52,72,88
52,73,1045
52,74,269
52,75,76
52,76,291
52,77,4
52,78,11
52,79,58
52,80,363
52,81,9
52,82,158
52,83,96
52,84,33
52,85,488
52,86,276
52,87,48
52,88,265
52,89,139
52,90,10
52,91,94
52,92,123
52,93,26
52,94,75
52,95,101
52,96,61
52,97,40
52,98,33
52,99,167
52,100,10
52,101,18
52,102,54
52,103,86
52,104,4
52,105,80
52,106,103
52,107,22
52,108,18
52,109,70
52,110,3
52,111,3
52,112,19
52,113,16
52,114,32
52,115,10
52,116,33
52,117,9
52,118,10
52,119,28
52,120,7
52,121,20
52,122,6
52,123,0
52,124,1
52,125,10
52,197,3
52,198,1
52,213,4
52,219,3
52,227,1
52,228,5
52,238,26
52,246,6
52,247,0
52,248,3
52,249,37
52,264,3
52,272,16
53,-2,649
53,-1,23039
53,1,3
53,2,2
53,3,56
53,4,4
53,5,426
53,7,2
53,8,0
53,9,4
53,10,46
53,11,3
53,12,0
53,13,14
53,14,3
53,15,25
53,16,23
53,17,60
53,18,3
53,19,3
53,20,29
53,21,25
53,22,18
53,23,73
53,24,57
53,25,37
53,26,22
53,27,10
53,28,68
53,29,10
53,30,60
53,31,46
53,32,84
53,33,25
53,34,15
53,35,7
53,36,27
53,37,67
53,38,15
53,39,153
53,40,22
53,41,26
53,42,661
53,43,43
53,44,658
53,45,3
53,46,12
53,47,17
53,48,89
53,49,36
53,50,258
53,51,2
53,52,6
53,53,4272
53,54,24
53,55,435
53,56,50
53,57,16
53,58,13
53,59,18
53,60,35
53,61,111
53,62,9
53,63,129
53,64,14
53,65,14
53,66,1205
53,67,159
53,68,10
53,69,159
53,70,67
53,71,55
53,72,7
53,73,5
53,74,127
53,75,17
53,76,148
53,77,3
53,78,21
53,79,16
53,80,162
53,81,2
53,82,5
53,83,64
53,84,14
53,85,231
53,86,135
53,87,11
53,88,177
53,89,43
53,90,9
53,91,10
53,92,44
53,93,19
53,94,34
53,95,41
53,96,7
53,97,14
53,98,17
53,99,56
53,100,13
53,101,1
53,102,4
53,103,57
53,104,7
53,105,34
53,106,52
53,107,10
53,108,9
53,109,36
53,110,8
53,111,8
53,112,14
53,113,5
53,114,22
53,115,14
53,116,14
53,117,4
53,118,1
53,119,7
53,120,1
53,121,0
53,122,0
53,123,0
53,124,0
53,125,3
53,197,0
53,213,1
53,227,3
53,228,8
53,232,3
53,238,22
53,249,29
53,250,1
53,272,1
54,-2,1596
54,-1,35353
54,1,10
54,2,3
54,3,63
54,4,6
54,5,118
54,6,10
54,7,0
54,8,9
54,9,22
54,10,35
54,11,1
54,12,11
54,13,31
54,14,4
54,15,23
54,16,25
54,17,59
54,18,0
54,19,4
54,20,52
54,21,46
54,22,69
54,23,81
54,24,79
54,25,56
54,26,14
54,27,49
54,28,281
54,29,23
54,30,87
54,31,56
54,32,145
54,33,392
54,34,19
54,35,14
54,36,26
54,37,89
54,38,15
54,39,168
54,40,1134
54,41,30
54,42,187
54,43,122
54,44,420
54,45,79
54,46,1284
54,47,40
54,48,341
54,49,55
54,50,186
54,51,6
54,52,472
54,53,209
54,54,4427
54,55,206
54,56,83
54,57,36
54,58,524
54,59,14
54,60,733
54,61,86
54,62,16
54,63,334
54,64,17
54,65,107
54,66,595
54,67,149
54,68,24
54,69,265
54,70,173
